Account  ↑,APHIS Registration Number,State,Fiscal Year,Animal,"COLUMN B: HELD, NOT USED",COLUMN C: USED NO PAIN,COLUMN D: USED PAIN MINIMIZED,COLUMN E: PAIN NOT MINIMIZED
,33-R-0113,Illinois (IL),2019,Rabbits,,,,
,33-R-0113,Illinois (IL),2019,Non-Human Primates,,,,
,33-R-0113,Illinois (IL),2019,Sheep,,,,
,33-R-0113,Illinois (IL),2019,Pigs,0,0,6,0
,33-R-0113,Illinois (IL),2019,Other Animals,0,0,0,99
,33-R-0113,Illinois (IL),2019,Chinchilla (domesticated),0,0,0,99
SOUTHERN REGIONAL TECHNICAL COLLEGE,57-R-0128,Georgia (GA),2019,Dogs,0,90,14,0
,57-R-0128,Georgia (GA),2019,Cats,0,53,10,0
,57-R-0128,Georgia (GA),2019,Guinea Pigs,0,0,0,0
,57-R-0128,Georgia (GA),2019,Hamsters,0,0,0,0
,57-R-0128,Georgia (GA),2019,Rabbits,0,3,1,0
,57-R-0128,Georgia (GA),2019,Non-Human Primates,0,0,0,0
,57-R-0128,Georgia (GA),2019,Sheep,0,0,0,0
,57-R-0128,Georgia (GA),2019,Pigs,0,0,0,0
,57-R-0128,Georgia (GA),2019,Other Animals,0,0,1,0
,57-R-0128,Georgia (GA),2019,Domestic Goat,0,0,1,0
SOUTHERN RESEARCH INSTITUTE,64-R-0001,Alabama (AL),2019,Dogs,0,0,8,0
,64-R-0001,Alabama (AL),2019,Cats,,,,
,64-R-0001,Alabama (AL),2019,Guinea Pigs,,,,
,64-R-0001,Alabama (AL),2019,Hamsters,0,72,66,0
,64-R-0001,Alabama (AL),2019,Rabbits,0,4,27,0
,64-R-0001,Alabama (AL),2019,Non-Human Primates,1,272,100,79
,64-R-0001,Alabama (AL),2019,Sheep,,,,
,64-R-0001,Alabama (AL),2019,Pigs,,,,
,64-R-0001,Alabama (AL),2019,Other Animals,66,32,19,1
,64-R-0001,Alabama (AL),2019,Domestic Ferret,62,12,3,1
,64-R-0001,Alabama (AL),2019,Hispid cotton rat,4,20,16,0
SOUTHWEST BIO-LABS INC.,85-R-0015,New Mexico (NM),2019,Dogs,14,58,0,0
,85-R-0015,New Mexico (NM),2019,Cats,35,0,0,0
,85-R-0015,New Mexico (NM),2019,Guinea Pigs,0,0,0,0
,85-R-0015,New Mexico (NM),2019,Hamsters,0,0,0,0
,85-R-0015,New Mexico (NM),2019,Rabbits,0,0,0,0
,85-R-0015,New Mexico (NM),2019,Non-Human Primates,0,0,0,0
,85-R-0015,New Mexico (NM),2019,Sheep,0,0,0,0
,85-R-0015,New Mexico (NM),2019,Pigs,0,0,0,0
,85-R-0015,New Mexico (NM),2019,Other Animals,0,0,0,0
SPACE STATION PROCESSING FACILITY SCIENCE ANNEX,58-F-0009,Florida (FL),2019,Dogs,,,,
,58-F-0009,Florida (FL),2019,Cats,,,,
,58-F-0009,Florida (FL),2019,Guinea Pigs,,,,
,58-F-0009,Florida (FL),2019,Hamsters,,,,
,58-F-0009,Florida (FL),2019,Rabbits,,,,
,58-F-0009,Florida (FL),2019,Non-Human Primates,,,,
,58-F-0009,Florida (FL),2019,Sheep,,,,
,58-F-0009,Florida (FL),2019,Pigs,,,,
,58-F-0009,Florida (FL),2019,Other Animals,0,237,0,0
,58-F-0009,Florida (FL),2019,Hispid cotton rat,0,7,0,0
,58-F-0009,Florida (FL),2019,Cotton Deermouse,0,41,0,0
,58-F-0009,Florida (FL),2019,Oldfield mouse,0,189,0,0
SPECIAL WARFARE MEDICAL GROUP (AIRBORN),55-F-0007,North Carolina (NC),2019,Dogs,,,,
,55-F-0007,North Carolina (NC),2019,Cats,,,,
,55-F-0007,North Carolina (NC),2019,Guinea Pigs,,,,
,55-F-0007,North Carolina (NC),2019,Hamsters,,,,
,55-F-0007,North Carolina (NC),2019,Rabbits,,,,
,55-F-0007,North Carolina (NC),2019,Non-Human Primates,,,,
,55-F-0007,North Carolina (NC),2019,Sheep,,,,
,55-F-0007,North Carolina (NC),2019,Pigs,0,0,419,0
,55-F-0007,North Carolina (NC),2019,Other Animals,0,0,4458,0
,55-F-0007,North Carolina (NC),2019,Goat,0,0,4458,0
SPF NORTH AMERICA INC,35-R-0127,Wisconsin (WI),2019,Dogs,2,38,0,0
,35-R-0127,Wisconsin (WI),2019,Cats,16,76,0,0
,35-R-0127,Wisconsin (WI),2019,Guinea Pigs,,,,
,35-R-0127,Wisconsin (WI),2019,Hamsters,,,,
,35-R-0127,Wisconsin (WI),2019,Rabbits,,,,
,35-R-0127,Wisconsin (WI),2019,Non-Human Primates,,,,
,35-R-0127,Wisconsin (WI),2019,Sheep,,,,
,35-R-0127,Wisconsin (WI),2019,Pigs,,,,
,35-R-0127,Wisconsin (WI),2019,Other Animals,0,0,0,0
SPRING POINT PROJECT,41-R-0076,Minnesota (MN),2019,Dogs,0,0,0,0
,41-R-0076,Minnesota (MN),2019,Cats,0,0,0,0
,41-R-0076,Minnesota (MN),2019,Guinea Pigs,0,0,0,0
,41-R-0076,Minnesota (MN),2019,Hamsters,0,0,0,0
,41-R-0076,Minnesota (MN),2019,Rabbits,0,0,0,0
,41-R-0076,Minnesota (MN),2019,Non-Human Primates,0,0,0,0
,41-R-0076,Minnesota (MN),2019,Sheep,0,0,0,0
,41-R-0076,Minnesota (MN),2019,Pigs,120,0,135,0
,41-R-0076,Minnesota (MN),2019,Other Animals,0,0,0,0
SRI International,93-R-0026,California (CA),2019,Dogs,4,88,20,0
,93-R-0026,California (CA),2019,Cats,0,0,0,0
,93-R-0026,California (CA),2019,Guinea Pigs,0,0,0,0
,93-R-0026,California (CA),2019,Hamsters,0,0,0,0
,93-R-0026,California (CA),2019,Rabbits,24,59,97,0
,93-R-0026,California (CA),2019,Non-Human Primates,24,70,117,0
,93-R-0026,California (CA),2019,Sheep,0,0,0,0
,93-R-0026,California (CA),2019,Pigs,0,0,0,0
,93-R-0026,California (CA),2019,Other Animals,0,0,0,0
ST. LAWRENCE UNIVERSITY,21-R-0141,New York (NY),2019,Dogs,0,10,0,0
,21-R-0141,New York (NY),2019,Cats,0,0,0,0
,21-R-0141,New York (NY),2019,Guinea Pigs,0,0,0,0
,21-R-0141,New York (NY),2019,Hamsters,0,0,0,0
,21-R-0141,New York (NY),2019,Rabbits,0,0,0,0
,21-R-0141,New York (NY),2019,Non-Human Primates,0,0,0,0
,21-R-0141,New York (NY),2019,Sheep,0,0,0,0
,21-R-0141,New York (NY),2019,Pigs,0,0,0,0
,21-R-0141,New York (NY),2019,Other Animals,0,36,0,0
,21-R-0141,New York (NY),2019,Shrew,0,2,0,0
,21-R-0141,New York (NY),2019,Southern flying squirrel,0,8,0,0
,21-R-0141,New York (NY),2019,Southern red-backed vole,0,7,0,0
,21-R-0141,New York (NY),2019,American red squirrel,0,1,0,0
,21-R-0141,New York (NY),2019,Deer mouse,0,18,0,0
STANBRIDGE UNIVERSITY,93-R-0559,California (CA),2019,Dogs,0,84,28,0
,93-R-0559,California (CA),2019,Cats,0,64,27,0
,93-R-0559,California (CA),2019,Guinea Pigs,0,0,0,0
,93-R-0559,California (CA),2019,Hamsters,0,0,0,0
,93-R-0559,California (CA),2019,Rabbits,0,0,0,0
,93-R-0559,California (CA),2019,Non-Human Primates,0,0,0,0
,93-R-0559,California (CA),2019,Sheep,0,0,0,0
,93-R-0559,California (CA),2019,Pigs,0,0,0,0
,93-R-0559,California (CA),2019,Other Animals,0,0,0,0
STANFORD UNIVERSITY,93-R-0004,California (CA),2019,Dogs,0,0,1,0
,93-R-0004,California (CA),2019,Cats,0,0,0,0
,93-R-0004,California (CA),2019,Guinea Pigs,0,0,3,0
,93-R-0004,California (CA),2019,Hamsters,72,6,0,0
,93-R-0004,California (CA),2019,Rabbits,0,0,92,54
,93-R-0004,California (CA),2019,Non-Human Primates,4,19,21,0
,93-R-0004,California (CA),2019,Sheep,2,0,52,0
,93-R-0004,California (CA),2019,Pigs,0,2,188,0
,93-R-0004,California (CA),2019,Other Animals,84,636,30,246
,93-R-0004,California (CA),2019,Vole,84,636,30,246
STATE UNIVERSITY OF NEW YORK,21-R-0037,New York (NY),2019,Dogs,,,,
,21-R-0037,New York (NY),2019,Cats,1,0,1,0
,21-R-0037,New York (NY),2019,Guinea Pigs,,,,
,21-R-0037,New York (NY),2019,Hamsters,,,,
,21-R-0037,New York (NY),2019,Rabbits,10,4,56,0
,21-R-0037,New York (NY),2019,Non-Human Primates,6,0,5,0
,21-R-0037,New York (NY),2019,Sheep,,,,
,21-R-0037,New York (NY),2019,Pigs,0,0,46,0
,21-R-0037,New York (NY),2019,Other Animals,0,0,0,0
,21-R-0013,New York (NY),2019,Dogs,0,0,105,0
,21-R-0013,New York (NY),2019,Cats,0,0,65,0
,21-R-0013,New York (NY),2019,Guinea Pigs,0,0,0,0
,21-R-0013,New York (NY),2019,Hamsters,0,2,0,0
,21-R-0013,New York (NY),2019,Rabbits,0,2,0,0
,21-R-0013,New York (NY),2019,Non-Human Primates,0,0,0,0
,21-R-0013,New York (NY),2019,Sheep,0,0,0,0
,21-R-0013,New York (NY),2019,Pigs,0,0,0,0
,21-R-0013,New York (NY),2019,Other Animals,0,0,0,0
,21-R-0051,New York (NY),2019,Dogs,0,0,7,0
,21-R-0051,New York (NY),2019,Cats,0,0,0,0
,21-R-0051,New York (NY),2019,Guinea Pigs,0,0,0,0
,21-R-0051,New York (NY),2019,Hamsters,0,65,478,0
,21-R-0051,New York (NY),2019,Rabbits,0,12,23,0
,21-R-0051,New York (NY),2019,Non-Human Primates,0,0,0,0
,21-R-0051,New York (NY),2019,Sheep,0,0,68,0
,21-R-0051,New York (NY),2019,Pigs,1,10,146,0
,21-R-0051,New York (NY),2019,Other Animals,0,0,11,0
,21-R-0051,New York (NY),2019,Calf,0,0,1,0
,21-R-0051,New York (NY),2019,Chinchilla (domesticated),0,0,10,0
,21-R-0021,New York (NY),2019,Dogs,0,0,0,0
,21-R-0021,New York (NY),2019,Cats,0,0,0,0
,21-R-0021,New York (NY),2019,Guinea Pigs,0,0,0,0
,21-R-0021,New York (NY),2019,Hamsters,0,0,0,0
,21-R-0021,New York (NY),2019,Rabbits,0,0,3,0
,21-R-0021,New York (NY),2019,Non-Human Primates,3,24,3,0
,21-R-0021,New York (NY),2019,Sheep,0,0,0,0
,21-R-0021,New York (NY),2019,Pigs,0,1,0,0
,21-R-0021,New York (NY),2019,Other Animals,0,0,0,0
,21-R-0021,New York (NY),2019,Bat,165,1,0,0
,21-R-0024,New York (NY),2019,Dogs,,,,
,21-R-0024,New York (NY),2019,Cats,,,,
,21-R-0024,New York (NY),2019,Guinea Pigs,,,,
,21-R-0024,New York (NY),2019,Hamsters,,,,
,21-R-0024,New York (NY),2019,Rabbits,,,,
,21-R-0024,New York (NY),2019,Non-Human Primates,,,,
,21-R-0024,New York (NY),2019,Sheep,,,,
,21-R-0024,New York (NY),2019,Pigs,,,,
,21-R-0024,New York (NY),2019,Other Animals,0,726,0,0
,21-R-0024,New York (NY),2019,American pygmy shrew,0,6,0,0
,21-R-0024,New York (NY),2019,Masked shrew,0,1,0,0
,21-R-0024,New York (NY),2019,Eastern chipmunk,0,70,0,0
,21-R-0024,New York (NY),2019,American red squirrel,0,6,0,0
,21-R-0024,New York (NY),2019,Eastern grey squirrel,0,5,0,0
,21-R-0024,New York (NY),2019,Ermine,0,1,0,0
,21-R-0024,New York (NY),2019,Hairy-tailed mole,0,1,0,0
,21-R-0024,New York (NY),2019,Meadow jumping mouse,0,54,0,0
,21-R-0024,New York (NY),2019,Meadow vole,0,54,0,0
,21-R-0024,New York (NY),2019,Northern short-tailed shrew,0,39,0,0
,21-R-0024,New York (NY),2019,Gappers red-backed vole,0,4,0,0
,21-R-0024,New York (NY),2019,Smoky shrew,0,1,0,0
,21-R-0024,New York (NY),2019,Southern flying squirrel,0,1,0,0
,21-R-0024,New York (NY),2019,Star-nosed mole,0,2,0,0
,21-R-0024,New York (NY),2019,Striped skunk,0,18,0,0
,21-R-0024,New York (NY),2019,Virginia opossum,0,4,0,0
,21-R-0024,New York (NY),2019,Snowshoe hare,0,19,0,0
,21-R-0024,New York (NY),2019,Woodland jumping mouse,0,59,0,0
,21-R-0024,New York (NY),2019,Eastern cottontail rabbit,0,10,0,0
,21-R-0024,New York (NY),2019,New England cottontail rabbit,0,20,0,0
,21-R-0024,New York (NY),2019,White-footed mouse,0,200,0,0
,21-R-0024,New York (NY),2019,Deer mouse,0,151,0,0
STATE UNIVERSITY OF NEW YORK COLLEGE AT ONEONTA,21-R-0237,New York (NY),2019,Dogs,0,0,0,0
,21-R-0237,New York (NY),2019,Cats,0,0,0,0
,21-R-0237,New York (NY),2019,Guinea Pigs,0,0,0,0
,21-R-0237,New York (NY),2019,Hamsters,0,0,0,0
,21-R-0237,New York (NY),2019,Rabbits,0,0,0,0
,21-R-0237,New York (NY),2019,Non-Human Primates,0,0,0,0
,21-R-0237,New York (NY),2019,Sheep,0,0,0,0
,21-R-0237,New York (NY),2019,Pigs,0,0,0,0
,21-R-0237,New York (NY),2019,Other Animals,0,0,0,0
Stautzenberger College Vet Tech Program,31-R-0122,Ohio (OH),2019,Dogs,0,72,113,0
,31-R-0122,Ohio (OH),2019,Cats,0,84,79,0
,31-R-0122,Ohio (OH),2019,Guinea Pigs,0,0,0,0
,31-R-0122,Ohio (OH),2019,Hamsters,0,0,0,0
,31-R-0122,Ohio (OH),2019,Rabbits,0,0,0,0
,31-R-0122,Ohio (OH),2019,Non-Human Primates,0,0,0,0
,31-R-0122,Ohio (OH),2019,Sheep,0,0,0,0
,31-R-0122,Ohio (OH),2019,Pigs,0,0,0,0
,31-R-0122,Ohio (OH),2019,Other Animals,0,0,0,0
ST BONAVENTURE UNIVERSITY,21-R-0251,New York (NY),2019,Dogs,0,0,0,0
,21-R-0251,New York (NY),2019,Cats,0,0,0,0
,21-R-0251,New York (NY),2019,Guinea Pigs,0,0,0,0
,21-R-0251,New York (NY),2019,Hamsters,0,0,0,0
,21-R-0251,New York (NY),2019,Rabbits,0,0,0,0
,21-R-0251,New York (NY),2019,Non-Human Primates,0,0,0,0
,21-R-0251,New York (NY),2019,Sheep,0,0,0,0
,21-R-0251,New York (NY),2019,Pigs,0,0,0,0
,21-R-0251,New York (NY),2019,Other Animals,0,0,0,0
ST CLOUD STATE UNIVERSITY,41-R-0078,Minnesota (MN),2019,Dogs,0,0,0,0
,41-R-0078,Minnesota (MN),2019,Cats,0,0,0,0
,41-R-0078,Minnesota (MN),2019,Guinea Pigs,0,0,0,0
,41-R-0078,Minnesota (MN),2019,Hamsters,0,0,0,0
,41-R-0078,Minnesota (MN),2019,Rabbits,0,0,0,0
,41-R-0078,Minnesota (MN),2019,Non-Human Primates,0,0,0,0
,41-R-0078,Minnesota (MN),2019,Sheep,0,0,0,0
,41-R-0078,Minnesota (MN),2019,Pigs,0,0,0,0
,41-R-0078,Minnesota (MN),2019,Other Animals,0,0,0,0
Steadfast Enterprises  L L C,74-R-0210,Texas (TX),2019,Dogs,0,0,23,0
,74-R-0210,Texas (TX),2019,Cats,0,0,0,0
,74-R-0210,Texas (TX),2019,Guinea Pigs,0,0,0,0
,74-R-0210,Texas (TX),2019,Hamsters,0,0,0,0
,74-R-0210,Texas (TX),2019,Rabbits,0,0,3,0
,74-R-0210,Texas (TX),2019,Non-Human Primates,0,0,0,0
,74-R-0210,Texas (TX),2019,Sheep,0,0,11,0
,74-R-0210,Texas (TX),2019,Pigs,0,0,6,0
,74-R-0210,Texas (TX),2019,Other Animals,0,0,0,0
STEINER BIOTECHNOLOGY,88-R-0009,Nevada (NV),2019,Dogs,0,0,0,0
,88-R-0009,Nevada (NV),2019,Cats,0,0,0,0
,88-R-0009,Nevada (NV),2019,Guinea Pigs,0,0,0,0
,88-R-0009,Nevada (NV),2019,Hamsters,0,0,0,0
,88-R-0009,Nevada (NV),2019,Rabbits,10,0,10,0
,88-R-0009,Nevada (NV),2019,Non-Human Primates,0,0,0,0
,88-R-0009,Nevada (NV),2019,Sheep,0,0,0,0
,88-R-0009,Nevada (NV),2019,Pigs,0,0,0,0
,88-R-0009,Nevada (NV),2019,Other Animals,0,0,0,0
STEPHEN PURDY,14-R-0208,Massachusetts (MA),2019,Dogs,,,,
,14-R-0208,Massachusetts (MA),2019,Cats,,,,
,14-R-0208,Massachusetts (MA),2019,Guinea Pigs,,,,
,14-R-0208,Massachusetts (MA),2019,Hamsters,,,,
,14-R-0208,Massachusetts (MA),2019,Rabbits,,,,
,14-R-0208,Massachusetts (MA),2019,Non-Human Primates,,,,
,14-R-0208,Massachusetts (MA),2019,Sheep,,,,
,14-R-0208,Massachusetts (MA),2019,Pigs,,,,
,14-R-0208,Massachusetts (MA),2019,Other Animals,0,26,0,0
,14-R-0208,Massachusetts (MA),2019,Donkey / Burro / Ass,0,7,0,0
,14-R-0208,Massachusetts (MA),2019,Alpaca,0,19,0,0
Stillmeadow Inc.,74-R-0049,Texas (TX),2019,Dogs,30,30,0,0
,74-R-0049,Texas (TX),2019,Cats,20,20,0,0
,74-R-0049,Texas (TX),2019,Guinea Pigs,0,421,0,0
,74-R-0049,Texas (TX),2019,Hamsters,,,,
,74-R-0049,Texas (TX),2019,Rabbits,0,556,285,0
,74-R-0049,Texas (TX),2019,Non-Human Primates,,,,
,74-R-0049,Texas (TX),2019,Sheep,,,,
,74-R-0049,Texas (TX),2019,Pigs,0,0,2,0
,74-R-0049,Texas (TX),2019,Other Animals,0,0,0,0
ST JOHNS UNIVERSITY,21-R-0012,New York (NY),2019,Dogs,0,0,0,0
,21-R-0012,New York (NY),2019,Cats,0,0,0,0
,21-R-0012,New York (NY),2019,Guinea Pigs,0,0,0,0
,21-R-0012,New York (NY),2019,Hamsters,0,24,147,0
,21-R-0012,New York (NY),2019,Rabbits,0,0,0,0
,21-R-0012,New York (NY),2019,Non-Human Primates,0,0,0,0
,21-R-0012,New York (NY),2019,Sheep,0,0,0,0
,21-R-0012,New York (NY),2019,Pigs,0,0,0,0
,21-R-0012,New York (NY),2019,Other Animals,0,0,0,0
ST JOSEPHS UNIVERSITY,23-R-0179,Pennsylvania (PA),2019,Dogs,,,,
,23-R-0179,Pennsylvania (PA),2019,Cats,,,,
,23-R-0179,Pennsylvania (PA),2019,Guinea Pigs,,,,
,23-R-0179,Pennsylvania (PA),2019,Hamsters,,,,
,23-R-0179,Pennsylvania (PA),2019,Rabbits,,,,
,23-R-0179,Pennsylvania (PA),2019,Non-Human Primates,,,,
,23-R-0179,Pennsylvania (PA),2019,Sheep,,,,
,23-R-0179,Pennsylvania (PA),2019,Pigs,,,,
,23-R-0179,Pennsylvania (PA),2019,Other Animals,180,478,130,0
,23-R-0179,Pennsylvania (PA),2019,California mouse,180,478,130,0
ST JUDE CHILDRENS RESEARCH HOSPITAL,63-R-0007,Tennessee (TN),2019,Dogs,0,0,0,0
,63-R-0007,Tennessee (TN),2019,Cats,0,0,0,0
,63-R-0007,Tennessee (TN),2019,Guinea Pigs,0,0,0,0
,63-R-0007,Tennessee (TN),2019,Hamsters,0,0,22,0
,63-R-0007,Tennessee (TN),2019,Rabbits,0,0,0,0
,63-R-0007,Tennessee (TN),2019,Non-Human Primates,0,0,0,0
,63-R-0007,Tennessee (TN),2019,Sheep,0,0,0,0
,63-R-0007,Tennessee (TN),2019,Pigs,0,0,32,0
,63-R-0007,Tennessee (TN),2019,Other Animals,0,78,514,3
,63-R-0007,Tennessee (TN),2019,Domestic Ferret,0,78,514,3
ST LOUIS UNIVERSITY,43-R-0011,Missouri (MO),2019,Dogs,0,98,0,0
,43-R-0011,Missouri (MO),2019,Cats,,,,
,43-R-0011,Missouri (MO),2019,Guinea Pigs,,,,
,43-R-0011,Missouri (MO),2019,Hamsters,0,0,1098,5
,43-R-0011,Missouri (MO),2019,Rabbits,5,43,17,0
,43-R-0011,Missouri (MO),2019,Non-Human Primates,,,,
,43-R-0011,Missouri (MO),2019,Sheep,,,,
,43-R-0011,Missouri (MO),2019,Pigs,0,0,46,0
,43-R-0011,Missouri (MO),2019,Other Animals,0,0,11,0
,43-R-0011,Missouri (MO),2019,Chinchilla (domesticated),0,0,11,0
STONY BROOK UNIVERSITY,21-R-0039,New York (NY),2019,Dogs,,,,
,21-R-0039,New York (NY),2019,Cats,,,,
,21-R-0039,New York (NY),2019,Guinea Pigs,,,,
,21-R-0039,New York (NY),2019,Hamsters,,,,
,21-R-0039,New York (NY),2019,Rabbits,0,0,179,0
,21-R-0039,New York (NY),2019,Non-Human Primates,,,,
,21-R-0039,New York (NY),2019,Sheep,,,,
,21-R-0039,New York (NY),2019,Pigs,2,0,46,0
,21-R-0039,New York (NY),2019,Other Animals,0,0,0,0
ST PETERSBURG COLLEGE,58-R-0023,Florida (FL),2019,Dogs,108,0,108,0
,58-R-0023,Florida (FL),2019,Cats,84,0,84,0
,58-R-0023,Florida (FL),2019,Guinea Pigs,0,0,0,0
,58-R-0023,Florida (FL),2019,Hamsters,0,0,0,0
,58-R-0023,Florida (FL),2019,Rabbits,15,15,0,0
,58-R-0023,Florida (FL),2019,Non-Human Primates,0,0,0,0
,58-R-0023,Florida (FL),2019,Sheep,0,0,0,0
,58-R-0023,Florida (FL),2019,Pigs,0,0,0,0
,58-R-0023,Florida (FL),2019,Other Animals,1,1,0,0
,58-R-0023,Florida (FL),2019,Chinchilla (domesticated),1,1,0,0
STRATTON VA MEDICAL CENTER (500),21-V-0008,New York (NY),2019,Dogs,,,,
,21-V-0008,New York (NY),2019,Cats,,,,
,21-V-0008,New York (NY),2019,Guinea Pigs,,,,
,21-V-0008,New York (NY),2019,Hamsters,,,,
,21-V-0008,New York (NY),2019,Rabbits,0,0,71,0
,21-V-0008,New York (NY),2019,Non-Human Primates,,,,
,21-V-0008,New York (NY),2019,Sheep,,,,
,21-V-0008,New York (NY),2019,Pigs,,,,
,21-V-0008,New York (NY),2019,Other Animals,0,0,0,0
Struve Labs International Inc,42-R-0053,Iowa (IA),2019,Dogs,0,0,0,0
,42-R-0053,Iowa (IA),2019,Cats,0,0,0,0
,42-R-0053,Iowa (IA),2019,Guinea Pigs,0,0,0,0
,42-R-0053,Iowa (IA),2019,Hamsters,0,0,0,0
,42-R-0053,Iowa (IA),2019,Rabbits,0,0,0,0
,42-R-0053,Iowa (IA),2019,Non-Human Primates,0,0,0,0
,42-R-0053,Iowa (IA),2019,Sheep,0,0,0,0
,42-R-0053,Iowa (IA),2019,Pigs,0,0,1,0
,42-R-0053,Iowa (IA),2019,Other Animals,0,0,0,0
STVT AAI EDUCATION INC - MILLER MOTTE COLLEGE,55-R-0151,North Carolina (NC),2019,Dogs,0,0,0,0
,55-R-0151,North Carolina (NC),2019,Cats,0,0,0,0
,55-R-0151,North Carolina (NC),2019,Guinea Pigs,,,,
,55-R-0151,North Carolina (NC),2019,Hamsters,,,,
,55-R-0151,North Carolina (NC),2019,Rabbits,,,,
,55-R-0151,North Carolina (NC),2019,Non-Human Primates,,,,
,55-R-0151,North Carolina (NC),2019,Sheep,,,,
,55-R-0151,North Carolina (NC),2019,Pigs,,,,
,55-R-0151,North Carolina (NC),2019,Other Animals,0,0,0,0
SUFFOLK COUNTY COMMUNITY COLLEGE,21-R-0221,New York (NY),2019,Dogs,23,7,16,0
,21-R-0221,New York (NY),2019,Cats,22,10,12,0
,21-R-0221,New York (NY),2019,Guinea Pigs,2,0,0,0
,21-R-0221,New York (NY),2019,Hamsters,4,0,0,0
,21-R-0221,New York (NY),2019,Rabbits,6,0,0,0
,21-R-0221,New York (NY),2019,Non-Human Primates,0,0,0,0
,21-R-0221,New York (NY),2019,Sheep,0,0,0,0
,21-R-0221,New York (NY),2019,Pigs,0,0,0,0
,21-R-0221,New York (NY),2019,Other Animals,4,0,0,0
,21-R-0221,New York (NY),2019,Mongolian gerbil (common pet / research variety),4,0,0,0
SUMMIT RIDGE BIOSYSTEMS INC,23-R-0126,Pennsylvania (PA),2019,Dogs,9,672,257,0
,23-R-0126,Pennsylvania (PA),2019,Cats,0,484,50,0
,23-R-0126,Pennsylvania (PA),2019,Guinea Pigs,0,0,0,0
,23-R-0126,Pennsylvania (PA),2019,Hamsters,0,0,0,0
,23-R-0126,Pennsylvania (PA),2019,Rabbits,0,0,0,0
,23-R-0126,Pennsylvania (PA),2019,Non-Human Primates,0,0,0,0
,23-R-0126,Pennsylvania (PA),2019,Sheep,0,0,0,0
,23-R-0126,Pennsylvania (PA),2019,Pigs,0,0,0,0
,23-R-0126,Pennsylvania (PA),2019,Other Animals,0,0,0,0
SUNY COLLEGE AT CORTLAND,21-R-0208,New York (NY),2019,Dogs,0,0,0,0
,21-R-0208,New York (NY),2019,Cats,0,0,0,0
,21-R-0208,New York (NY),2019,Guinea Pigs,0,0,0,0
,21-R-0208,New York (NY),2019,Hamsters,0,0,0,0
,21-R-0208,New York (NY),2019,Rabbits,0,0,0,0
,21-R-0208,New York (NY),2019,Non-Human Primates,0,0,0,0
,21-R-0208,New York (NY),2019,Sheep,0,0,0,0
,21-R-0208,New York (NY),2019,Pigs,0,0,0,0
,21-R-0208,New York (NY),2019,Other Animals,22,20,0,0
,21-R-0208,New York (NY),2019,Long-Evans Rat,22,20,0,0
SUNY COLLEGE OF TECHNOLOGY,21-R-0053,New York (NY),2019,Dogs,0,0,32,0
,21-R-0053,New York (NY),2019,Cats,0,0,42,0
,21-R-0053,New York (NY),2019,Guinea Pigs,0,0,19,0
,21-R-0053,New York (NY),2019,Hamsters,0,0,20,0
,21-R-0053,New York (NY),2019,Rabbits,0,0,36,0
,21-R-0053,New York (NY),2019,Non-Human Primates,0,0,11,0
,21-R-0053,New York (NY),2019,Sheep,0,0,20,0
,21-R-0053,New York (NY),2019,Pigs,0,0,0,0
,21-R-0053,New York (NY),2019,Other Animals,0,0,47,0
,21-R-0053,New York (NY),2019,Cattle / Cow / Ox / Watusi,0,0,22,0
,21-R-0053,New York (NY),2019,Goat,0,0,12,0
,21-R-0053,New York (NY),2019,Domestic Horse,0,0,12,0
,21-R-0053,New York (NY),2019,Alpaca,0,0,1,0
SUNY STATE COLLEGE OF OPTOMETRY,21-R-0196,New York (NY),2019,Dogs,0,0,0,0
,21-R-0196,New York (NY),2019,Cats,0,0,0,0
,21-R-0196,New York (NY),2019,Guinea Pigs,0,0,0,0
,21-R-0196,New York (NY),2019,Hamsters,0,0,0,0
,21-R-0196,New York (NY),2019,Rabbits,0,0,0,0
,21-R-0196,New York (NY),2019,Non-Human Primates,17,13,2,0
,21-R-0196,New York (NY),2019,Sheep,0,0,0,0
,21-R-0196,New York (NY),2019,Pigs,0,0,0,0
,21-R-0196,New York (NY),2019,Other Animals,0,0,0,0
SUTTER INSTITUTE FOR MEDICAL RESEARCH,93-R-0003,California (CA),2019,Dogs,0,0,0,0
,93-R-0003,California (CA),2019,Cats,0,0,0,0
,93-R-0003,California (CA),2019,Guinea Pigs,0,0,0,0
,93-R-0003,California (CA),2019,Hamsters,0,0,0,0
,93-R-0003,California (CA),2019,Rabbits,0,0,0,0
,93-R-0003,California (CA),2019,Non-Human Primates,0,0,0,0
,93-R-0003,California (CA),2019,Sheep,0,0,8,0
,93-R-0003,California (CA),2019,Pigs,4,0,151,0
,93-R-0003,California (CA),2019,Other Animals,0,0,0,0
SWARTHMORE COLLEGE,23-R-0020,Pennsylvania (PA),2019,Dogs,,,,
,23-R-0020,Pennsylvania (PA),2019,Cats,,,,
,23-R-0020,Pennsylvania (PA),2019,Guinea Pigs,,,,
,23-R-0020,Pennsylvania (PA),2019,Hamsters,188,24,108,0
,23-R-0020,Pennsylvania (PA),2019,Rabbits,,,,
,23-R-0020,Pennsylvania (PA),2019,Non-Human Primates,,,,
,23-R-0020,Pennsylvania (PA),2019,Sheep,,,,
,23-R-0020,Pennsylvania (PA),2019,Pigs,,,,
