estado,total,especie,n_animais,utilizado,dor,droga,exp_vida_anos,maturidade_sexual,tempo_gestacao,peso,custo_man_unidade
MA,17157,hamsters,714,sim,sim,sim,5,101,18,125,1.16
MA,17157,primatas_nao_humanos,1688,sim,sim,sim,37,1363,166,17319,NA
MA,17157,animais_de_fazenda,295,sim,sim,sim,NA,NA,NA,NA,NA
MA,17157,porcos,2004,sim,sim,sim,27,334,115,130000,34.97
MA,17157,coelhos,4960,sim,sim,sim,13,730,30,1800,5.96
MA,17157,ovelhas,283,sim,sim,sim,23,548,146,80000,31.09
MD,20123,outras_especies,5189,sim,sim,sim,NA,NA,NA,NA,NA
MD,20123,gatos,29,sim,sim,sim,30,289,65,3900,NA
MD,20123,caes,216,sim,sim,sim,27,510,63,40000,33.17
MD,20123,cavia_p,3981,sim,sim,sim,12,66,68,728,2.77
MD,20123,hamsters,2825,sim,sim,sim,5,101,18,125,1.16
MD,20123,primatas_nao_humanos,4189,sim,sim,sim,37,1363,166,17319,NA
MD,20123,animais_de_fazenda,26,sim,sim,sim,NA,NA,NA,NA,NA
MD,20123,porcos,1452,sim,sim,sim,27,334,115,130000,34.97
MD,20123,coelhos,2182,sim,sim,sim,13,730,30,1800,5.96
MD,20123,ovelhas,34,sim,sim,sim,23,548,146,80000,31.09
ME,1,outras_especies,0,sim,sim,sim,NA,NA,NA,NA,NA
ME,1,gatos,0,sim,sim,sim,30,289,65,3900,NA
ME,1,caes,0,sim,sim,sim,27,510,63,40000,33.17
ME,1,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
ME,1,hamsters,0,sim,sim,sim,5,101,18,125,1.16
ME,1,primatas_nao_humanos,0,sim,sim,sim,37,1363,166,17319,NA
ME,1,animais_de_fazenda,1,sim,sim,sim,NA,NA,NA,NA,NA
ME,1,porcos,0,sim,sim,sim,27,334,115,130000,34.97
ME,1,coelhos,0,sim,sim,sim,13,730,30,1800,5.96
ME,1,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
MI,6951,outras_especies,302,sim,sim,sim,NA,NA,NA,NA,NA
MI,6951,gatos,148,sim,sim,sim,30,289,65,3900,NA
MI,6951,caes,1376,sim,sim,sim,27,510,63,40000,33.17
MI,6951,cavia_p,324,sim,sim,sim,12,66,68,728,2.77
MI,6951,hamsters,74,sim,sim,sim,5,101,18,125,1.16
MI,6951,primatas_nao_humanos,1876,sim,sim,sim,37,1363,166,17319,NA
MI,6951,animais_de_fazenda,2,sim,sim,sim,NA,NA,NA,NA,NA
MI,6951,porcos,1019,sim,sim,sim,27,334,115,130000,34.97
MI,6951,coelhos,1633,sim,sim,sim,13,730,30,1800,5.96
MI,6951,ovelhas,197,sim,sim,sim,23,548,146,80000,31.09
MN,8039,outras_especies,266,sim,sim,sim,NA,NA,NA,NA,NA
MN,8039,gatos,130,sim,sim,sim,30,289,65,3900,NA
MN,8039,caes,988,sim,sim,sim,27,510,63,40000,33.17
MN,8039,cavia_p,381,sim,sim,sim,12,66,68,728,2.77
MN,8039,hamsters,408,sim,sim,sim,5,101,18,125,1.16
MN,8039,primatas_nao_humanos,107,sim,sim,sim,37,1363,166,17319,NA
MN,8039,animais_de_fazenda,164,sim,sim,sim,NA,NA,NA,NA,NA
MN,8039,porcos,3424,sim,sim,sim,27,334,115,130000,34.97
MN,8039,coelhos,1446,sim,sim,sim,13,730,30,1800,5.96
MN,8039,ovelhas,725,sim,sim,sim,23,548,146,80000,31.09
MO,15398,outras_especies,419,sim,sim,sim,NA,NA,NA,NA,NA
MO,15398,gatos,183,sim,sim,sim,30,289,65,3900,NA
MO,15398,caes,684,sim,sim,sim,27,510,63,40000,33.17
MO,15398,cavia_p,7729,sim,sim,sim,12,66,68,728,2.77
MO,15398,hamsters,1503,sim,sim,sim,5,101,18,125,1.16
MO,15398,primatas_nao_humanos,138,sim,sim,sim,37,1363,166,17319,NA
MO,15398,animais_de_fazenda,39,sim,sim,sim,NA,NA,NA,NA,NA
MO,15398,porcos,1723,sim,sim,sim,27,334,115,130000,34.97
MO,15398,coelhos,2871,sim,sim,sim,13,730,30,1800,5.96
MO,15398,ovelhas,109,sim,sim,sim,23,548,146,80000,31.09
MS,806,outras_especies,122,sim,sim,sim,NA,NA,NA,NA,NA
MS,806,gatos,12,sim,sim,sim,30,289,65,3900,NA
MS,806,caes,47,sim,sim,sim,27,510,63,40000,33.17
MS,806,cavia_p,41,sim,sim,sim,12,66,68,728,2.77
MS,806,hamsters,7,sim,sim,sim,5,101,18,125,1.16
MS,806,primatas_nao_humanos,113,sim,sim,sim,37,1363,166,17319,NA
MS,806,animais_de_fazenda,51,sim,sim,sim,NA,NA,NA,NA,NA
MS,806,porcos,302,sim,sim,sim,27,334,115,130000,34.97
MS,806,coelhos,107,sim,sim,sim,13,730,30,1800,5.96
MS,806,ovelhas,4,sim,sim,sim,23,548,146,80000,31.09
MT,66,outras_especies,0,sim,sim,sim,NA,NA,NA,NA,NA
MT,66,gatos,0,sim,sim,sim,30,289,65,3900,NA
MT,66,caes,0,sim,sim,sim,27,510,63,40000,33.17
MT,66,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
MT,66,hamsters,0,sim,sim,sim,5,101,18,125,1.16
MT,66,primatas_nao_humanos,17,sim,sim,sim,37,1363,166,17319,NA
MT,66,animais_de_fazenda,49,sim,sim,sim,NA,NA,NA,NA,NA
MT,66,porcos,0,sim,sim,sim,27,334,115,130000,34.97
MT,66,coelhos,0,sim,sim,sim,13,730,30,1800,5.96
MT,66,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
NC,13807,outras_especies,1254,sim,sim,sim,NA,NA,NA,NA,NA
NC,13807,gatos,753,sim,sim,sim,30,289,65,3900,NA
NC,13807,caes,1077,sim,sim,sim,27,510,63,40000,33.17
NC,13807,cavia_p,346,sim,sim,sim,12,66,68,728,2.77
NC,13807,hamsters,626,sim,sim,sim,5,101,18,125,1.16
NC,13807,primatas_nao_humanos,1216,sim,sim,sim,37,1363,166,17319,NA
NC,13807,animais_de_fazenda,5237,sim,sim,sim,NA,NA,NA,NA,NA
NC,13807,porcos,1728,sim,sim,sim,27,334,115,130000,34.97
NC,13807,coelhos,1384,sim,sim,sim,13,730,30,1800,5.96
NC,13807,ovelhas,186,sim,sim,sim,23,548,146,80000,31.09
ND,127,outras_especies,0,sim,sim,sim,NA,NA,NA,NA,NA
ND,127,gatos,56,sim,sim,sim,30,289,65,3900,NA
ND,127,caes,34,sim,sim,sim,27,510,63,40000,33.17
ND,127,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
ND,127,hamsters,0,sim,sim,sim,5,101,18,125,1.16
ND,127,primatas_nao_humanos,0,sim,sim,sim,37,1363,166,17319,NA
ND,127,animais_de_fazenda,19,sim,sim,sim,NA,NA,NA,NA,NA
ND,127,porcos,18,sim,sim,sim,27,334,115,130000,34.97
ND,127,coelhos,0,sim,sim,sim,13,730,30,1800,5.96
ND,127,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
NE,613,outras_especies,0,sim,sim,sim,NA,NA,NA,NA,NA
NE,613,gatos,59,sim,sim,sim,30,289,65,3900,NA
NE,613,caes,57,sim,sim,sim,27,510,63,40000,33.17
NE,613,cavia_p,15,sim,sim,sim,12,66,68,728,2.77
NE,613,hamsters,219,sim,sim,sim,5,101,18,125,1.16
NE,613,primatas_nao_humanos,55,sim,sim,sim,37,1363,166,17319,NA
NE,613,animais_de_fazenda,0,sim,sim,sim,NA,NA,NA,NA,NA
NE,613,porcos,142,sim,sim,sim,27,334,115,130000,34.97
NE,613,coelhos,66,sim,sim,sim,13,730,30,1800,5.96
NE,613,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
NH,282,outras_especies,215,sim,sim,sim,NA,NA,NA,NA,NA
NH,282,gatos,3,sim,sim,sim,30,289,65,3900,NA
NH,282,caes,0,sim,sim,sim,27,510,63,40000,33.17
NH,282,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
NH,282,hamsters,0,sim,sim,sim,5,101,18,125,1.16
NH,282,primatas_nao_humanos,4,sim,sim,sim,37,1363,166,17319,NA
NH,282,animais_de_fazenda,0,sim,sim,sim,NA,NA,NA,NA,NA
NH,282,porcos,45,sim,sim,sim,27,334,115,130000,34.97
NH,282,coelhos,11,sim,sim,sim,13,730,30,1800,5.96
NH,282,ovelhas,4,sim,sim,sim,23,548,146,80000,31.09
NJ,15120,outras_especies,892,sim,sim,sim,NA,NA,NA,NA,NA
NJ,15120,gatos,188,sim,sim,sim,30,289,65,3900,NA
NJ,15120,caes,1069,sim,sim,sim,27,510,63,40000,33.17
NJ,15120,cavia_p,2249,sim,sim,sim,12,66,68,728,2.77
NJ,15120,hamsters,3158,sim,sim,sim,5,101,18,125,1.16
NJ,15120,primatas_nao_humanos,982,sim,sim,sim,37,1363,166,17319,NA
NJ,15120,animais_de_fazenda,6,sim,sim,sim,NA,NA,NA,NA,NA
NJ,15120,porcos,407,sim,sim,sim,27,334,115,130000,34.97
NJ,15120,coelhos,6126,sim,sim,sim,13,730,30,1800,5.96
NJ,15120,ovelhas,43,sim,sim,sim,23,548,146,80000,31.09
NM,868,outras_especies,148,sim,sim,sim,NA,NA,NA,NA,NA
NM,868,gatos,2,sim,sim,sim,30,289,65,3900,NA
NM,868,caes,31,sim,sim,sim,27,510,63,40000,33.17
NM,868,cavia_p,8,sim,sim,sim,12,66,68,728,2.77
NM,868,hamsters,103,sim,sim,sim,5,101,18,125,1.16
NM,868,primatas_nao_humanos,368,sim,sim,sim,37,1363,166,17319,NA
NM,868,animais_de_fazenda,0,sim,sim,sim,NA,NA,NA,NA,NA
NM,868,porcos,178,sim,sim,sim,27,334,115,130000,34.97
NM,868,coelhos,30,sim,sim,sim,13,730,30,1800,5.96
NM,868,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
NV,746,outras_especies,104,sim,sim,sim,NA,NA,NA,NA,NA
NV,746,gatos,45,sim,sim,sim,30,289,65,3900,NA
NV,746,caes,375,sim,sim,sim,27,510,63,40000,33.17
NV,746,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
NV,746,hamsters,0,sim,sim,sim,5,101,18,125,1.16
NV,746,primatas_nao_humanos,0,sim,sim,sim,37,1363,166,17319,NA
NV,746,animais_de_fazenda,113,sim,sim,sim,NA,NA,NA,NA,NA
NV,746,porcos,99,sim,sim,sim,27,334,115,130000,34.97
NV,746,coelhos,10,sim,sim,sim,13,730,30,1800,5.96
NV,746,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
NY,7472,outras_especies,1975,sim,sim,sim,NA,NA,NA,NA,NA
NY,7472,gatos,259,sim,sim,sim,30,289,65,3900,NA
NY,7472,caes,644,sim,sim,sim,27,510,63,40000,33.17
NY,7472,cavia_p,438,sim,sim,sim,12,66,68,728,2.77
NY,7472,hamsters,592,sim,sim,sim,5,101,18,125,1.16
NY,7472,primatas_nao_humanos,585,sim,sim,sim,37,1363,166,17319,NA
NY,7472,animais_de_fazenda,177,sim,sim,sim,NA,NA,NA,NA,NA
NY,7472,porcos,1206,sim,sim,sim,27,334,115,130000,34.97
NY,7472,coelhos,1398,sim,sim,sim,13,730,30,1800,5.96
NY,7472,ovelhas,198,sim,sim,sim,23,548,146,80000,31.09
OH,11469,outras_especies,2422,sim,sim,sim,NA,NA,NA,NA,NA
OH,11469,gatos,521,sim,sim,sim,30,289,65,3900,NA
OH,11469,caes,1242,sim,sim,sim,27,510,63,40000,33.17
OH,11469,cavia_p,1301,sim,sim,sim,12,66,68,728,2.77
OH,11469,hamsters,735,sim,sim,sim,5,101,18,125,1.16
OH,11469,primatas_nao_humanos,200,sim,sim,sim,37,1363,166,17319,NA
OH,11469,animais_de_fazenda,187,sim,sim,sim,NA,NA,NA,NA,NA
OH,11469,porcos,2203,sim,sim,sim,27,334,115,130000,34.97
OH,11469,coelhos,2428,sim,sim,sim,13,730,30,1800,5.96
OH,11469,ovelhas,230,sim,sim,sim,23,548,146,80000,31.09
OK,974,outras_especies,143,sim,sim,sim,NA,NA,NA,NA,NA
OK,974,gatos,52,sim,sim,sim,30,289,65,3900,NA
OK,974,caes,205,sim,sim,sim,27,510,63,40000,33.17
OK,974,cavia_p,96,sim,sim,sim,12,66,68,728,2.77
OK,974,hamsters,0,sim,sim,sim,5,101,18,125,1.16
OK,974,primatas_nao_humanos,133,sim,sim,sim,37,1363,166,17319,NA
OK,974,animais_de_fazenda,136,sim,sim,sim,NA,NA,NA,NA,NA
OK,974,porcos,18,sim,sim,sim,27,334,115,130000,34.97
OK,974,coelhos,124,sim,sim,sim,13,730,30,1800,5.96
OK,974,ovelhas,67,sim,sim,sim,23,548,146,80000,31.09
OR,3262,outras_especies,51,sim,sim,sim,NA,NA,NA,NA,NA
OR,3262,gatos,37,sim,sim,sim,30,289,65,3900,NA
OR,3262,caes,73,sim,sim,sim,27,510,63,40000,33.17
OR,3262,cavia_p,353,sim,sim,sim,12,66,68,728,2.77
OR,3262,hamsters,42,sim,sim,sim,5,101,18,125,1.16
OR,3262,primatas_nao_humanos,2101,sim,sim,sim,37,1363,166,17319,NA
OR,3262,animais_de_fazenda,38,sim,sim,sim,NA,NA,NA,NA,NA
OR,3262,porcos,179,sim,sim,sim,27,334,115,130000,34.97
OR,3262,coelhos,211,sim,sim,sim,13,730,30,1800,5.96
OR,3262,ovelhas,177,sim,sim,sim,23,548,146,80000,31.09
PA,10650,outras_especies,565,sim,sim,sim,NA,NA,NA,NA,NA
PA,10650,gatos,494,sim,sim,sim,30,289,65,3900,NA
PA,10650,caes,1089,sim,sim,sim,27,510,63,40000,33.17
PA,10650,cavia_p,606,sim,sim,sim,12,66,68,728,2.77
PA,10650,hamsters,308,sim,sim,sim,5,101,18,125,1.16
PA,10650,primatas_nao_humanos,918,sim,sim,sim,37,1363,166,17319,NA
PA,10650,animais_de_fazenda,148,sim,sim,sim,NA,NA,NA,NA,NA
PA,10650,porcos,937,sim,sim,sim,27,334,115,130000,34.97
PA,10650,coelhos,5216,sim,sim,sim,13,730,30,1800,5.96
PA,10650,ovelhas,369,sim,sim,sim,23,548,146,80000,31.09
PR,244,outras_especies,36,sim,sim,sim,NA,NA,NA,NA,NA
PR,244,gatos,0,sim,sim,sim,30,289,65,3900,NA
PR,244,caes,0,sim,sim,sim,27,510,63,40000,33.17
PR,244,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
PR,244,hamsters,36,sim,sim,sim,5,101,18,125,1.16
PR,244,primatas_nao_humanos,132,sim,sim,sim,37,1363,166,17319,NA
PR,244,animais_de_fazenda,0,sim,sim,sim,NA,NA,NA,NA,NA
PR,244,porcos,22,sim,sim,sim,27,334,115,130000,34.97
PR,244,coelhos,18,sim,sim,sim,13,730,30,1800,5.96
PR,244,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
RI,252,outras_especies,27,sim,sim,sim,NA,NA,NA,NA,NA
RI,252,gatos,1,sim,sim,sim,30,289,65,3900,NA
RI,252,caes,5,sim,sim,sim,27,510,63,40000,33.17
RI,252,cavia_p,1,sim,sim,sim,12,66,68,728,2.77
RI,252,hamsters,125,sim,sim,sim,5,101,18,125,1.16
RI,252,primatas_nao_humanos,32,sim,sim,sim,37,1363,166,17319,NA
RI,252,animais_de_fazenda,0,sim,sim,sim,NA,NA,NA,NA,NA
RI,252,porcos,56,sim,sim,sim,27,334,115,130000,34.97
RI,252,coelhos,5,sim,sim,sim,13,730,30,1800,5.96
RI,252,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
SC,1060,outras_especies,5,sim,sim,sim,NA,NA,NA,NA,NA
SC,1060,gatos,157,sim,sim,sim,30,289,65,3900,NA
SC,1060,caes,239,sim,sim,sim,27,510,63,40000,33.17
SC,1060,cavia_p,24,sim,sim,sim,12,66,68,728,2.77
SC,1060,hamsters,0,sim,sim,sim,5,101,18,125,1.16
SC,1060,primatas_nao_humanos,312,sim,sim,sim,37,1363,166,17319,NA
SC,1060,animais_de_fazenda,0,sim,sim,sim,NA,NA,NA,NA,NA
SC,1060,porcos,208,sim,sim,sim,27,334,115,130000,34.97
SC,1060,coelhos,115,sim,sim,sim,13,730,30,1800,5.96
SC,1060,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
SD,233,outras_especies,90,sim,sim,sim,NA,NA,NA,NA,NA
SD,233,gatos,0,sim,sim,sim,30,289,65,3900,NA
SD,233,caes,0,sim,sim,sim,27,510,63,40000,33.17
SD,233,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
SD,233,hamsters,0,sim,sim,sim,5,101,18,125,1.16
SD,233,primatas_nao_humanos,0,sim,sim,sim,37,1363,166,17319,NA
SD,233,animais_de_fazenda,16,sim,sim,sim,NA,NA,NA,NA,NA
SD,233,porcos,27,sim,sim,sim,27,334,115,130000,34.97
SD,233,coelhos,26,sim,sim,sim,13,730,30,1800,5.96
SD,233,ovelhas,74,sim,sim,sim,23,548,146,80000,31.09
TN,3292,outras_especies,676,sim,sim,sim,NA,NA,NA,NA,NA
TN,3292,gatos,159,sim,sim,sim,30,289,65,3900,NA
TN,3292,caes,451,sim,sim,sim,27,510,63,40000,33.17
TN,3292,cavia_p,28,sim,sim,sim,12,66,68,728,2.77
TN,3292,hamsters,324,sim,sim,sim,5,101,18,125,1.16
TN,3292,primatas_nao_humanos,284,sim,sim,sim,37,1363,166,17319,NA
TN,3292,animais_de_fazenda,104,sim,sim,sim,NA,NA,NA,NA,NA
TN,3292,porcos,1021,sim,sim,sim,27,334,115,130000,34.97
TN,3292,coelhos,245,sim,sim,sim,13,730,30,1800,5.96
TN,3292,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
TX,15948,outras_especies,3206,sim,sim,sim,NA,NA,NA,NA,NA
TX,15948,gatos,80,sim,sim,sim,30,289,65,3900,NA
TX,15948,caes,407,sim,sim,sim,27,510,63,40000,33.17
TX,15948,cavia_p,194,sim,sim,sim,12,66,68,728,2.77
TX,15948,hamsters,1412,sim,sim,sim,5,101,18,125,1.16
TX,15948,primatas_nao_humanos,1818,sim,sim,sim,37,1363,166,17319,NA
TX,15948,animais_de_fazenda,1184,sim,sim,sim,NA,NA,NA,NA,NA
TX,15948,porcos,2407,sim,sim,sim,27,334,115,130000,34.97
TX,15948,coelhos,4744,sim,sim,sim,13,730,30,1800,5.96
TX,15948,ovelhas,496,sim,sim,sim,23,548,146,80000,31.09
UT,1355,outras_especies,0,sim,sim,sim,NA,NA,NA,NA,NA
UT,1355,gatos,4,sim,sim,sim,30,289,65,3900,NA
UT,1355,caes,80,sim,sim,sim,27,510,63,40000,33.17
UT,1355,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
UT,1355,hamsters,70,sim,sim,sim,5,101,18,125,1.16
UT,1355,primatas_nao_humanos,12,sim,sim,sim,37,1363,166,17319,NA
UT,1355,animais_de_fazenda,44,sim,sim,sim,NA,NA,NA,NA,NA
UT,1355,porcos,116,sim,sim,sim,27,334,115,130000,34.97
UT,1355,coelhos,833,sim,sim,sim,13,730,30,1800,5.96
UT,1355,ovelhas,196,sim,sim,sim,23,548,146,80000,31.09
VA,2371,outras_especies,49,sim,sim,sim,NA,NA,NA,NA,NA
VA,2371,gatos,77,sim,sim,sim,30,289,65,3900,NA
VA,2371,caes,176,sim,sim,sim,27,510,63,40000,33.17
VA,2371,cavia_p,61,sim,sim,sim,12,66,68,728,2.77
VA,2371,hamsters,0,sim,sim,sim,5,101,18,125,1.16
VA,2371,primatas_nao_humanos,59,sim,sim,sim,37,1363,166,17319,NA
VA,2371,animais_de_fazenda,110,sim,sim,sim,NA,NA,NA,NA,NA
VA,2371,porcos,1521,sim,sim,sim,27,334,115,130000,34.97
VA,2371,coelhos,251,sim,sim,sim,13,730,30,1800,5.96
VA,2371,ovelhas,67,sim,sim,sim,23,548,146,80000,31.09
VT,2097,outras_especies,21,sim,sim,sim,NA,NA,NA,NA,NA
VT,2097,gatos,21,sim,sim,sim,30,289,65,3900,NA
VT,2097,caes,46,sim,sim,sim,27,510,63,40000,33.17
VT,2097,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
VT,2097,hamsters,0,sim,sim,sim,5,101,18,125,1.16
VT,2097,primatas_nao_humanos,0,sim,sim,sim,37,1363,166,17319,NA
VT,2097,animais_de_fazenda,18,sim,sim,sim,NA,NA,NA,NA,NA
VT,2097,porcos,13,sim,sim,sim,27,334,115,130000,34.97
VT,2097,coelhos,4,sim,sim,sim,13,730,30,1800,5.96
VT,2097,ovelhas,1974,sim,sim,sim,23,548,146,80000,31.09
WA,4215,outras_especies,822,sim,sim,sim,NA,NA,NA,NA,NA
WA,4215,gatos,50,sim,sim,sim,30,289,65,3900,NA
WA,4215,caes,494,sim,sim,sim,27,510,63,40000,33.17
WA,4215,cavia_p,86,sim,sim,sim,12,66,68,728,2.77
WA,4215,hamsters,683,sim,sim,sim,5,101,18,125,1.16
WA,4215,primatas_nao_humanos,1070,sim,sim,sim,37,1363,166,17319,NA
WA,4215,animais_de_fazenda,117,sim,sim,sim,NA,NA,NA,NA,NA
WA,4215,porcos,588,sim,sim,sim,27,334,115,130000,34.97
WA,4215,coelhos,291,sim,sim,sim,13,730,30,1800,5.96
WA,4215,ovelhas,14,sim,sim,sim,23,548,146,80000,31.09
WI,10276,outras_especies,1052,sim,sim,sim,NA,NA,NA,NA,NA
WI,10276,gatos,255,sim,sim,sim,30,289,65,3900,NA
WI,10276,caes,1653,sim,sim,sim,27,510,63,40000,33.17
WI,10276,cavia_p,975,sim,sim,sim,12,66,68,728,2.77
WI,10276,hamsters,684,sim,sim,sim,5,101,18,125,1.16
WI,10276,primatas_nao_humanos,2570,sim,sim,sim,37,1363,166,17319,NA
WI,10276,animais_de_fazenda,45,sim,sim,sim,NA,NA,NA,NA,NA
WI,10276,porcos,743,sim,sim,sim,27,334,115,130000,34.97
WI,10276,coelhos,2199,sim,sim,sim,13,730,30,1800,5.96
WI,10276,ovelhas,100,sim,sim,sim,23,548,146,80000,31.09
WV,2354,outras_especies,1956,sim,sim,sim,NA,NA,NA,NA,NA
WV,2354,gatos,54,sim,sim,sim,30,289,65,3900,NA
WV,2354,caes,87,sim,sim,sim,27,510,63,40000,33.17
WV,2354,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
WV,2354,hamsters,0,sim,sim,sim,5,101,18,125,1.16
WV,2354,primatas_nao_humanos,0,sim,sim,sim,37,1363,166,17319,NA
WV,2354,animais_de_fazenda,0,sim,sim,sim,NA,NA,NA,NA,NA
WV,2354,porcos,0,sim,sim,sim,27,334,115,130000,34.97
WV,2354,coelhos,131,sim,sim,sim,13,730,30,1800,5.96
WV,2354,ovelhas,126,sim,sim,sim,23,548,146,80000,31.09
WY,44,outras_especies,12,sim,sim,sim,NA,NA,NA,NA,NA
WY,44,gatos,0,sim,sim,sim,30,289,65,3900,NA
WY,44,caes,0,sim,sim,sim,27,510,63,40000,33.17
WY,44,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
WY,44,hamsters,0,sim,sim,sim,5,101,18,125,1.16
WY,44,primatas_nao_humanos,0,sim,sim,sim,37,1363,166,17319,NA
WY,44,animais_de_fazenda,0,sim,sim,sim,NA,NA,NA,NA,NA
WY,44,porcos,0,sim,sim,sim,27,334,115,130000,34.97
WY,44,coelhos,0,sim,sim,sim,13,730,30,1800,5.96
WY,44,ovelhas,32,sim,sim,sim,23,548,146,80000,31.09
AK,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
AK,0,gatos,0,sim,sim,não,30,289,65,3900,NA
AK,0,caes,0,sim,sim,não,27,510,63,40000,33.17
AK,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
AK,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
AK,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
AK,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
AK,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
AK,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
AK,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
AL,346,outras_especies,60,sim,sim,não,NA,NA,NA,NA,NA
AL,346,gatos,0,sim,sim,não,30,289,65,3900,NA
AL,346,caes,0,sim,sim,não,27,510,63,40000,33.17
AL,346,cavia_p,0,sim,sim,não,12,66,68,728,2.77
AL,346,hamsters,12,sim,sim,não,5,101,18,125,1.16
AL,346,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
AL,346,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
AL,346,porcos,0,sim,sim,não,27,334,115,130000,34.97
AL,346,coelhos,274,sim,sim,não,13,730,30,1800,5.96
AL,346,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
AR,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
AR,0,gatos,0,sim,sim,não,30,289,65,3900,NA
AR,0,caes,0,sim,sim,não,27,510,63,40000,33.17
AR,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
AR,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
AR,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
AR,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
AR,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
AR,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
AR,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
AZ,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
AZ,0,gatos,0,sim,sim,não,30,289,65,3900,NA
AZ,0,caes,0,sim,sim,não,27,510,63,40000,33.17
AZ,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
AZ,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
AZ,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
AZ,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
AZ,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
AZ,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
AZ,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
CA,2050,outras_especies,325,sim,sim,não,NA,NA,NA,NA,NA
CA,2050,gatos,0,sim,sim,não,30,289,65,3900,NA
CA,2050,caes,0,sim,sim,não,27,510,63,40000,33.17
CA,2050,cavia_p,558,sim,sim,não,12,66,68,728,2.77
CA,2050,hamsters,109,sim,sim,não,5,101,18,125,1.16
CA,2050,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
CA,2050,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
CA,2050,porcos,0,sim,sim,não,27,334,115,130000,34.97
CA,2050,coelhos,1058,sim,sim,não,13,730,30,1800,5.96
CA,2050,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
CO,530,outras_especies,195,sim,sim,não,NA,NA,NA,NA,NA
CO,530,gatos,0,sim,sim,não,30,289,65,3900,NA
CO,530,caes,0,sim,sim,não,27,510,63,40000,33.17
CO,530,cavia_p,226,sim,sim,não,12,66,68,728,2.77
CO,530,hamsters,74,sim,sim,não,5,101,18,125,1.16
CO,530,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
CO,530,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
CO,530,porcos,12,sim,sim,não,27,334,115,130000,34.97
CO,530,coelhos,2,sim,sim,não,13,730,30,1800,5.96
CO,530,ovelhas,21,sim,sim,não,23,548,146,80000,31.09
CT,518,outras_especies,3,sim,sim,não,NA,NA,NA,NA,NA
CT,518,gatos,0,sim,sim,não,30,289,65,3900,NA
CT,518,caes,10,sim,sim,não,27,510,63,40000,33.17
CT,518,cavia_p,0,sim,sim,não,12,66,68,728,2.77
